label_regime,model_name,spearman_rho_mean,spearman_rho_std,ndcg_mean,ndcg_std,precision_mean,precision_std,runtime_sec,train_sec
a0,appnp_raw_attr,-0.12289698435099727,0.5927009542338416,0.2815638908671063,0.3164132425817839,0.19,0.2351169921549695,0.28613901138305664,101.5900502204895
a0,best_arch_raw_attr_rankloss,0.8077811178428664,0.0024842359344003995,0.8413064891703959,0.007778560487739253,0.542,0.0040000000000000036,0.061859130859375,21.65587453842163
a0,gat_raw_attr,0.34388162900249775,0.06537513726585621,0.46537529034609076,0.039929601119682114,0.34600000000000003,0.02727636339397171,0.08376822471618653,35.92542910575867
a0,gcn_raw_attr,0.8060414258783334,0.0014585327380783556,0.845924569470611,0.002309474078014578,0.542,0.0040000000000000036,0.06141190528869629,21.496825695037842
a0,gin_raw_attr,0.6352631065135286,0.013207925629476645,0.743746976952666,0.010425210179782755,0.406,0.010198039027185555,0.026962471008300782,9.185267734527589
a0,gnn_centrality,0.8203990485580531,0.0022078233594776953,0.882023634065075,0.002951636382180439,0.606,0.008000000000000007,0.027388525009155274,9.128259563446045
a0,gnn_full,0.8151864827556283,0.001942445561867382,0.8824209504579311,0.002847301521753921,0.602,0.007483314773547889,0.028346872329711913,9.40778169631958
a0,gnn_graph_only,0.8228880694170007,0.0017724887766136916,0.8912353900373311,0.004364381625313364,0.612,0.007483314773547889,0.02632770538330078,8.891334342956544
a0,gnn_raw_attr,0.5128826817653307,0.01313260994516646,0.6722734428012208,0.024403410427801992,0.44800000000000006,0.011661903789690611,0.027575063705444335,9.217034339904785
