label_regime,model_name,fit_mask,diagnostic_level,spearman_rho_mean,spearman_rho_std,ndcg_mean,ndcg_std,precision_mean,precision_std,feature_precompute_sec,train_sec,inference_sec,runtime_sec,n_train,n_val,n_test,n_full_nodes,n_features,include_language,include_comm,feature_names
hscc,lr_own_plus_1hop_attrs,surrogate_train,graph_augmented_flat_sanity,0.921031016927226,0.0,0.8812957114507532,0.0,0.55,0.0,0.9657759666442871,0.020875930786132812,0.0006313323974609375,0.0006313323974609375,3600,400,1000,168114,50,True,False,"[""own_degree_log"", ""own_views_log"", ""own_views_per_day"", ""own_life_time"", ""own_lang_CS"", ""own_lang_DA"", ""own_lang_DE"", ""own_lang_EN"", ""own_lang_ES"", ""own_lang_FI"", ""own_lang_FR"", ""own_lang_HU"", ""own_lang_IT"", ""own_lang_JA"", ""own_lang_KO"", ""own_lang_NL"", ""own_lang_NO"", ""own_lang_OTHER"", ""own_lang_PL"", ""own_lang_PT"", ""own_lang_RU"", ""own_lang_SV"", ""own_lang_TH"", ""own_lang_TR"", ""own_lang_ZH"", ""nbr_mean_degree_log"", ""nbr_mean_views_log"", ""nbr_mean_views_per_day"", ""nbr_mean_life_time"", ""nbr_mean_lang_CS"", ""nbr_mean_lang_DA"", ""nbr_mean_lang_DE"", ""nbr_mean_lang_EN"", ""nbr_mean_lang_ES"", ""nbr_mean_lang_FI"", ""nbr_mean_lang_FR"", ""nbr_mean_lang_HU"", ""nbr_mean_lang_IT"", ""nbr_mean_lang_JA"", ""nbr_mean_lang_KO"", ""nbr_mean_lang_NL"", ""nbr_mean_lang_NO"", ""nbr_mean_lang_OTHER"", ""nbr_mean_lang_PL"", ""nbr_mean_lang_PT"", ""nbr_mean_lang_RU"", ""nbr_mean_lang_SV"", ""nbr_mean_lang_TH"", ""nbr_mean_lang_TR"", ""nbr_mean_lang_ZH""]"
