gamma,gamma_tag,n_labeled,n_test,mean_reach,std_reach,max_reach,cv_reach,spearman_y_degree_test,spearman_y_phi_test,spearman_y_vs_gamma1_y_test,spearman_y_vs_gamma1_y_all,ic_scores_path,regression_targets_path,label_source,label_generation_sec,degree_model_spearman,lr_attr_spearman,lr_1hop_spearman,sage_spearman,sage_source,delta_sage_vs_lr_attr,ci_sage_vs_lr_attr_lower,ci_sage_vs_lr_attr_upper,delta_sage_vs_lr_1hop,ci_sage_vs_lr_1hop_lower,ci_sage_vs_lr_1hop_upper
1.0,1,5000,1000,4.834271,2.818501079219059,16.305,0.5830250474618563,-0.006360674238591888,0.8779442150410549,1.0,1.0,D:\UIT\Y3 - S2\Social Network Analysis\SNA_Group9_CBoW\outputs\mapr2026_v3_results\ic_scores_hscc_refined.parquet,D:\UIT\Y3 - S2\Social Network Analysis\SNA_Group9_CBoW\Data protocol\regression_targets_hscc_refined.parquet,frozen_main,,-0.006360674238591888,0.8801329118102266,0.9210980010731845,,skipped,,,,,,
