label_regime,model_name,fit_mask,diagnostic_level,spearman_rho_mean,spearman_rho_std,ndcg_mean,ndcg_std,precision_mean,precision_std,feature_precompute_sec,train_sec,inference_sec,runtime_sec,n_train,n_val,n_test,n_full_nodes,n_features,include_language,include_comm,feature_names
a0,lr_own_plus_1hop_attrs,surrogate_train,graph_augmented_flat_sanity,0.8252091791243384,0.0,0.8856165152896519,0.0,0.62,0.0,0.28743481636047363,0.006872892379760742,0.00018739700317382812,0.00018739700317382812,3600,400,1000,168114,8,False,False,"[""own_degree_log"", ""own_views_log"", ""own_views_per_day"", ""own_life_time"", ""nbr_mean_degree_log"", ""nbr_mean_views_log"", ""nbr_mean_views_per_day"", ""nbr_mean_life_time""]"
